hr,red,datetime
13800,5968,2023-11-01 14:29:09.600119
13801,5968,2023-11-01 14:29:09.677806
13800,5968,2023-11-01 14:29:09.758367
13799,5967,2023-11-01 14:29:09.828650
13800,5967,2023-11-01 14:29:09.898950
13800,5968,2023-11-01 14:29:09.968885
13812,5971,2023-11-01 14:29:11.248948
13811,5971,2023-11-01 14:29:11.319949
13811,5971,2023-11-01 14:29:11.390081
13810,5971,2023-11-01 14:29:11.460641
13810,5971,2023-11-01 14:29:11.541404
13809,5971,2023-11-01 14:29:11.611120
13809,5971,2023-11-01 14:29:11.701757
13817,5973,2023-11-01 14:29:11.788315
13817,5973,2023-11-01 14:29:11.862081
13817,5973,2023-11-01 14:29:11.972443
13816,5973,2023-11-01 14:29:12.053703
13815,5973,2023-11-01 14:29:12.133305
13815,5973,2023-11-01 14:29:12.203462
13814,5972,2023-11-01 14:29:12.284360
13813,5972,2023-11-01 14:29:12.365291
13813,5973,2023-11-01 14:29:12.434636
13813,5973,2023-11-01 14:29:12.515093
13813,5972,2023-11-01 14:29:12.595539
13817,5974,2023-11-01 14:29:12.675654
13817,5974,2023-11-01 14:29:12.745775
13817,5974,2023-11-01 14:29:12.836398
13816,5973,2023-11-01 14:29:12.916639
13816,5974,2023-11-01 14:29:13.006897
13816,5974,2023-11-01 14:29:13.087559
13816,5974,2023-11-01 14:29:13.178116
13816,5974,2023-11-01 14:29:13.267645
13816,5974,2023-11-01 14:29:13.357660
13816,5974,2023-11-01 14:29:13.448548
13817,5975,2023-11-01 14:29:13.538649
13816,5975,2023-11-01 14:29:13.618727
13816,5975,2023-11-01 14:29:13.719318
13816,5975,2023-11-01 14:29:13.809578
13816,5975,2023-11-01 14:29:13.900423
13817,5975,2023-11-01 14:29:14.010390
13817,5975,2023-11-01 14:29:14.100887
13816,5975,2023-11-01 14:29:14.190886
13811,5974,2023-11-01 14:29:14.299462
13811,5974,2023-11-01 14:29:14.391592
13811,5974,2023-11-01 14:29:14.481963
13810,5974,2023-11-01 14:29:14.572113
13810,5974,2023-11-01 14:29:14.662670
13809,5974,2023-11-01 14:29:14.752961
13809,5974,2023-11-01 14:29:14.843184
13808,5974,2023-11-01 14:29:14.933815
13808,5974,2023-11-01 14:29:15.025102
13796,5971,2023-11-01 14:29:15.134236
13796,5971,2023-11-01 14:29:15.225100
13796,5971,2023-11-01 14:29:15.325564
13795,5971,2023-11-01 14:29:15.425789
13795,5971,2023-11-01 14:29:15.525539
13795,5971,2023-11-01 14:29:15.636765
13795,5971,2023-11-01 14:29:15.746227
13795,5971,2023-11-01 14:29:15.847001
13787,5970,2023-11-01 14:29:15.947621
13787,5970,2023-11-01 14:29:16.057147
13786,5970,2023-11-01 14:29:16.157482
13785,5970,2023-11-01 14:29:16.258020
13784,5970,2023-11-01 14:29:16.360911
13783,5970,2023-11-01 14:29:16.468921
13782,5969,2023-11-01 14:29:16.568659
13781,5969,2023-11-01 14:29:16.669286
13772,5968,2023-11-01 14:29:16.779750
13770,5968,2023-11-01 14:29:16.889967
13769,5968,2023-11-01 14:29:16.990108
13768,5968,2023-11-01 14:29:17.100694
13768,5967,2023-11-01 14:29:17.201035
13767,5967,2023-11-01 14:29:17.311184
13766,5967,2023-11-01 14:29:17.421816
13759,5967,2023-11-01 14:29:17.522014
13758,5967,2023-11-01 14:29:17.622231
13757,5966,2023-11-01 14:29:17.722839
13757,5966,2023-11-01 14:29:17.843093
13757,5966,2023-11-01 14:29:17.963350
13757,5966,2023-11-01 14:29:18.073505
13757,5966,2023-11-01 14:29:18.238512
13753,5967,2023-11-01 14:29:18.299039
13752,5967,2023-11-01 14:29:18.358720
13751,5967,2023-11-01 14:29:18.419383
13751,5967,2023-11-01 14:29:18.479582
13752,5967,2023-11-01 14:29:18.543318
13752,5967,2023-11-01 14:29:18.620443
13751,5967,2023-11-01 14:29:18.690703
13751,5967,2023-11-01 14:29:18.750912
13751,5967,2023-11-01 14:29:18.821075
13750,5967,2023-11-01 14:29:18.881210
13749,5966,2023-11-01 14:29:18.952019
13749,5967,2023-11-01 14:29:19.012700
13749,5967,2023-11-01 14:29:19.082716
13749,5967,2023-11-01 14:29:19.162988
13748,5967,2023-11-01 14:29:19.243202
13748,5966,2023-11-01 14:29:19.313777
13747,5966,2023-11-01 14:29:19.394305
13747,5966,2023-11-01 14:29:19.474297
13747,5966,2023-11-01 14:29:19.544477
13747,5967,2023-11-01 14:29:19.615023
13746,5966,2023-11-01 14:29:19.695322
13746,5966,2023-11-01 14:29:19.765527
13746,5967,2023-11-01 14:29:19.836823
13746,5967,2023-11-01 14:29:19.906343
13746,5967,2023-11-01 14:29:19.986616
13749,5969,2023-11-01 14:29:20.082182
13749,5969,2023-11-01 14:29:20.157332
13749,5969,2023-11-01 14:29:20.238043
13748,5969,2023-11-01 14:29:20.317841
13748,5969,2023-11-01 14:29:20.398819
13748,5969,2023-11-01 14:29:20.478657
13748,5969,2023-11-01 14:29:20.549535
13747,5970,2023-11-01 14:29:20.619500
13747,5969,2023-11-01 14:29:20.703394
13747,5969,2023-11-01 14:29:20.779998
13747,5969,2023-11-01 14:29:20.850154
13752,5971,2023-11-01 14:29:20.945879
13752,5971,2023-11-01 14:29:21.020949
13770,5978,2023-11-01 14:29:22.298926
13771,5978,2023-11-01 14:29:22.361753
13772,5978,2023-11-01 14:29:22.432105
13772,5978,2023-11-01 14:29:22.502529
13771,5978,2023-11-01 14:29:22.582851
13770,5978,2023-11-01 14:29:22.653128
13769,5978,2023-11-01 14:29:22.723352
13768,5978,2023-11-01 14:29:22.803996
13768,5978,2023-11-01 14:29:22.884078
13767,5978,2023-11-01 14:29:22.964482
13766,5977,2023-11-01 14:29:23.034613
13770,5979,2023-11-01 14:29:23.134922
13771,5979,2023-11-01 14:29:23.205432
13770,5979,2023-11-01 14:29:23.285659
13769,5979,2023-11-01 14:29:23.365817
13768,5979,2023-11-01 14:29:23.446439
13767,5979,2023-11-01 14:29:23.536792
13766,5978,2023-11-01 14:29:23.617146
13765,5978,2023-11-01 14:29:23.697443
13765,5978,2023-11-01 14:29:23.797631
13764,5978,2023-11-01 14:29:23.877625
13768,5979,2023-11-01 14:29:23.978891
13767,5979,2023-11-01 14:29:24.069678
13766,5979,2023-11-01 14:29:24.158679
13765,5979,2023-11-01 14:29:24.258739
13764,5979,2023-11-01 14:29:24.349375
13764,5978,2023-11-01 14:29:24.449813
13763,5978,2023-11-01 14:29:24.540141
13762,5978,2023-11-01 14:29:24.630440
13761,5977,2023-11-01 14:29:24.720729
13761,5978,2023-11-01 14:29:24.810946
13760,5977,2023-11-01 14:29:24.901527
13760,5977,2023-11-01 14:29:24.991823
13759,5977,2023-11-01 14:29:25.092080
13759,5977,2023-11-01 14:29:25.192187
13758,5977,2023-11-01 14:29:25.292735
13758,5977,2023-11-01 14:29:25.383101
13758,5977,2023-11-01 14:29:25.473460
13759,5977,2023-11-01 14:29:25.564046
13755,5977,2023-11-01 14:29:25.675051
13755,5977,2023-11-01 14:29:25.775120
13755,5977,2023-11-01 14:29:25.884777
13755,5977,2023-11-01 14:29:25.985303
13754,5977,2023-11-01 14:29:26.086055
13754,5977,2023-11-01 14:29:26.195603
13754,5976,2023-11-01 14:29:26.306127
13745,5975,2023-11-01 14:29:26.416472
13744,5975,2023-11-01 14:29:26.516643
13744,5975,2023-11-01 14:29:26.617211
13744,5975,2023-11-01 14:29:26.727481
13743,5974,2023-11-01 14:29:26.827706
13742,5974,2023-11-01 14:29:26.927843
13742,5975,2023-11-01 14:29:27.038464
13741,5974,2023-11-01 14:29:27.148856
13735,5974,2023-11-01 14:29:27.248955
13735,5974,2023-11-01 14:29:27.359521
13734,5974,2023-11-01 14:29:27.459830
13734,5974,2023-11-01 14:29:27.570030
13733,5973,2023-11-01 14:29:27.670578
13732,5973,2023-11-01 14:29:27.770846
13732,5973,2023-11-01 14:29:27.881072
13729,5973,2023-11-01 14:29:27.994650
13727,5973,2023-11-01 14:29:28.111776
13727,5972,2023-11-01 14:29:28.212156
13727,5972,2023-11-01 14:29:28.322320
13727,5972,2023-11-01 14:29:28.433497
13727,5972,2023-11-01 14:29:28.553036
13727,5972,2023-11-01 14:29:28.673385
13728,5974,2023-11-01 14:29:28.828409
13728,5974,2023-11-01 14:29:28.898501
13727,5974,2023-11-01 14:29:28.958706
13727,5973,2023-11-01 14:29:29.019291
13727,5973,2023-11-01 14:29:29.079555
13727,5973,2023-11-01 14:29:29.139764
13727,5973,2023-11-01 14:29:29.199956
13727,5973,2023-11-01 14:29:29.260879
13727,5973,2023-11-01 14:29:29.330769
13727,5973,2023-11-01 14:29:29.391014
13726,5973,2023-11-01 14:29:29.451561
13726,5974,2023-11-01 14:29:29.511831
13726,5974,2023-11-01 14:29:29.572048
13725,5973,2023-11-01 14:29:29.632235
13724,5973,2023-11-01 14:29:29.713687
13724,5973,2023-11-01 14:29:29.783251
13723,5973,2023-11-01 14:29:29.853365
13722,5973,2023-11-01 14:29:29.923867
13722,5973,2023-11-01 14:29:30.004101
13722,5973,2023-11-01 14:29:30.084294
13721,5973,2023-11-01 14:29:30.154942
13721,5972,2023-11-01 14:29:30.235196
13721,5973,2023-11-01 14:29:30.305409
13721,5973,2023-11-01 14:29:30.387612
13721,5973,2023-11-01 14:29:30.456262
13721,5973,2023-11-01 14:29:30.526520
13718,5972,2023-11-01 14:29:30.606627
13718,5972,2023-11-01 14:29:30.687916
13717,5972,2023-11-01 14:29:30.757480
13717,5972,2023-11-01 14:29:30.837709
13717,5972,2023-11-01 14:29:30.918295
13717,5972,2023-11-01 14:29:30.999702
13717,5972,2023-11-01 14:29:31.078795
13717,5972,2023-11-01 14:29:31.158988
13717,5972,2023-11-01 14:29:31.229538
13717,5972,2023-11-01 14:29:31.309935
13717,5972,2023-11-01 14:29:31.380061
13722,5974,2023-11-01 14:29:31.460613
13722,5974,2023-11-01 14:29:31.540894
13722,5974,2023-11-01 14:29:31.631120
13722,5974,2023-11-01 14:29:31.721069
13722,5974,2023-11-01 14:29:31.812406
13721,5974,2023-11-01 14:29:31.892200
13721,5974,2023-11-01 14:29:31.982610
13722,5974,2023-11-01 14:29:32.072777
13730,5977,2023-11-01 14:29:33.349521
13728,5977,2023-11-01 14:29:33.433519
13728,5977,2023-11-01 14:29:33.517521
13736,5979,2023-11-01 14:29:33.597774
13736,5978,2023-11-01 14:29:33.674355
13734,5979,2023-11-01 14:29:33.755029
13733,5978,2023-11-01 14:29:33.825277
13732,5978,2023-11-01 14:29:33.895603
13730,5977,2023-11-01 14:29:33.975676
13729,5977,2023-11-01 14:29:34.056290
13727,5977,2023-11-01 14:29:34.136592
13727,5976,2023-11-01 14:29:34.216775
13726,5976,2023-11-01 14:29:34.307367
13726,5976,2023-11-01 14:29:34.407718
13730,5978,2023-11-01 14:29:34.497665
13729,5977,2023-11-01 14:29:34.587615
13727,5978,2023-11-01 14:29:34.678912
13725,5977,2023-11-01 14:29:34.758603
13724,5976,2023-11-01 14:29:34.848713
13723,5976,2023-11-01 14:29:34.939298
13722,5976,2023-11-01 14:29:35.029611
13721,5975,2023-11-01 14:29:35.119784
13721,5975,2023-11-01 14:29:35.200528
13726,5977,2023-11-01 14:29:35.301305
13724,5977,2023-11-01 14:29:35.401697
13723,5977,2023-11-01 14:29:35.491039
13721,5976,2023-11-01 14:29:35.591589
13721,5976,2023-11-01 14:29:35.681869
13720,5975,2023-11-01 14:29:35.772108
13720,5976,2023-11-01 14:29:35.932682
13720,5976,2023-11-01 14:29:36.033012
13716,5975,2023-11-01 14:29:36.133162
13715,5975,2023-11-01 14:29:36.223839
13714,5975,2023-11-01 14:29:36.313939
13714,5975,2023-11-01 14:29:36.414329
13714,5975,2023-11-01 14:29:36.504420
13714,5975,2023-11-01 14:29:36.604984
13714,5975,2023-11-01 14:29:36.705240
13714,5975,2023-11-01 14:29:36.805516
13705,5973,2023-11-01 14:29:36.916051
13704,5972,2023-11-01 14:29:37.026335
13704,5973,2023-11-01 14:29:37.137090
13704,5973,2023-11-01 14:29:37.247568
13704,5973,2023-11-01 14:29:37.357091
13703,5973,2023-11-01 14:29:37.457585
13703,5973,2023-11-01 14:29:37.557743
13703,5975,2023-11-01 14:29:37.673461
13703,5975,2023-11-01 14:29:37.768515
13703,5975,2023-11-01 14:29:37.888829
13701,5974,2023-11-01 14:29:37.999433
13702,5974,2023-11-01 14:29:38.109701
13701,5974,2023-11-01 14:29:38.209948
13701,5975,2023-11-01 14:29:38.320105
13700,5974,2023-11-01 14:29:38.430721
13697,5975,2023-11-01 14:29:38.540992
13697,5975,2023-11-01 14:29:38.641181
13698,5975,2023-11-01 14:29:38.741728
13698,5975,2023-11-01 14:29:38.852011
13699,5975,2023-11-01 14:29:38.962232
13699,5975,2023-11-01 14:29:39.072434
13699,5976,2023-11-01 14:29:39.172966
13696,5976,2023-11-01 14:29:39.283318
13697,5976,2023-11-01 14:29:39.394333
13697,5976,2023-11-01 14:29:39.548431
13697,5976,2023-11-01 14:29:39.612237
13697,5977,2023-11-01 14:29:39.668721
13698,5977,2023-11-01 14:29:39.719312
13698,5977,2023-11-01 14:29:39.779586
13698,5977,2023-11-01 14:29:39.839800
13698,5977,2023-11-01 14:29:39.910334
13699,5976,2023-11-01 14:29:39.970545
13700,5977,2023-11-01 14:29:40.040938
13699,5978,2023-11-01 14:29:40.123604
13700,5978,2023-11-01 14:29:40.201568
13701,5978,2023-11-01 14:29:40.261880
13702,5978,2023-11-01 14:29:40.332110
13702,5979,2023-11-01 14:29:40.402654
13703,5979,2023-11-01 14:29:40.472977
13705,5980,2023-11-01 14:29:40.543200
13705,5980,2023-11-01 14:29:40.624005
13706,5980,2023-11-01 14:29:40.703916
13707,5980,2023-11-01 14:29:40.774727
13706,5980,2023-11-01 14:29:40.854507
13706,5980,2023-11-01 14:29:40.935490
13714,5984,2023-11-01 14:29:41.007814
13715,5984,2023-11-01 14:29:41.085456
13715,5984,2023-11-01 14:29:41.166058
13717,5984,2023-11-01 14:29:41.237003
13718,5985,2023-11-01 14:29:41.306560
13719,5985,2023-11-01 14:29:41.386716
13719,5985,2023-11-01 14:29:41.467331
13718,5985,2023-11-01 14:29:41.537967
13716,5985,2023-11-01 14:29:41.617802
13716,5985,2023-11-01 14:29:41.701983
13715,5985,2023-11-01 14:29:41.788643
13730,5989,2023-11-01 14:29:41.871057
13731,5989,2023-11-01 14:29:41.949996
13733,5990,2023-11-01 14:29:42.030004
13733,5990,2023-11-01 14:29:42.109898
13732,5990,2023-11-01 14:29:42.190104
13730,5990,2023-11-01 14:29:42.270593
13730,5990,2023-11-01 14:29:42.350937
13729,5989,2023-11-01 14:29:42.431236
13728,5990,2023-11-01 14:29:42.521761
13728,5989,2023-11-01 14:29:42.602034
13728,5989,2023-11-01 14:29:42.682067
13739,5992,2023-11-01 14:29:42.773075
13739,5992,2023-11-01 14:29:42.852984
13738,5992,2023-11-01 14:29:42.943323
13737,5992,2023-11-01 14:29:43.033787
13737,5992,2023-11-01 14:29:43.134073
13737,5992,2023-11-01 14:29:43.214298
13737,5991,2023-11-01 14:29:43.304422
13758,5998,2023-11-01 14:29:44.588959
13758,5998,2023-11-01 14:29:44.665425
13758,5998,2023-11-01 14:29:44.745632
13757,5998,2023-11-01 14:29:44.816186
13759,5999,2023-11-01 14:29:44.906336
13759,5999,2023-11-01 14:29:44.986725
13759,5998,2023-11-01 14:29:45.077017
13759,5998,2023-11-01 14:29:45.157524
13759,5998,2023-11-01 14:29:45.247662
13759,5998,2023-11-01 14:29:45.337671
13759,5998,2023-11-01 14:29:45.438816
13759,5999,2023-11-01 14:29:45.518515
13760,5999,2023-11-01 14:29:45.608696
13769,6001,2023-11-01 14:29:45.707058
13769,6001,2023-11-01 14:29:45.799310
13769,6001,2023-11-01 14:29:45.889681
13769,6001,2023-11-01 14:29:45.979858
13769,6001,2023-11-01 14:29:46.070453
13770,6002,2023-11-01 14:29:46.151606
13770,6002,2023-11-01 14:29:46.240927
13771,6001,2023-11-01 14:29:46.331087
13772,6002,2023-11-01 14:29:46.421740
13777,6004,2023-11-01 14:29:46.530061
13778,6004,2023-11-01 14:29:46.622165
13779,6004,2023-11-01 14:29:46.712731
13780,6004,2023-11-01 14:29:46.803007
13780,6004,2023-11-01 14:29:46.893246
13780,6004,2023-11-01 14:29:46.983831
13781,6004,2023-11-01 14:29:47.075060
13782,6005,2023-11-01 14:29:47.164326
13782,6005,2023-11-01 14:29:47.264477
13780,6005,2023-11-01 14:29:47.365051
13780,6004,2023-11-01 14:29:47.475464
13781,6005,2023-11-01 14:29:47.575539
13781,6005,2023-11-01 14:29:47.686697
13781,6005,2023-11-01 14:29:47.787030
